HGNC ID	Approved symbol	Status	Previous symbols	Alias symbols	Chromosome	Accession numbers	Ensembl gene ID	Ensembl ID(supplied by Ensembl)
HGNC:18431	ACOT2	Approved		Mte1, ZAP128	14q24.3	AY005822, AK001939	ENSG00000119673	ENSG00000119673
HGNC:19748	ACOT4	Approved		FLJ31235, PTE-Ib, PTE2B	14q24.3	BC031799	ENSG00000177465	ENSG00000177465
HGNC:33159	ACOT6	Approved	C14orf42		14q24.3	DQ082756, BF109853	ENSG00000205669	ENSG00000205669
HGNC:24157	ACOT7	Approved		BACH, ACH1, ACT, CTE-II, LACH1, MGC1126, hBACH	1p36.31	AB074417	ENSG00000097021	ENSG00000097021
HGNC:15919	ACOT8	Approved	PTE1	hACTE-III, hTE, PTE-2, NAP1	20q13.12	AF014404	ENSG00000101473	ENSG00000101473
HGNC:17152	ACOT9	Approved		CGI-16, MT-ACT48, ACATE2	Xp22.11	AF132950	ENSG00000123130	ENSG00000123130
HGNC:18156	ACOT11	Approved	THEA	STARD14, BFIT, KIAA0707, BFIT1, THEM1	1p32.3	AB014607	ENSG00000162390	ENSG00000162390
HGNC:24436	ACOT12	Approved		Cach, THEAL, STARD15	5q14.1	AB078619	ENSG00000172497	ENSG00000172497
HGNC:20999	ACOT13	Approved	THEM2	HT012	6p22.3	AF220186	ENSG00000112304	ENSG00000112304
HGNC:119	ACOX1	Approved		PALMCOX	17q25.1	U03254	ENSG00000161533	ENSG00000161533
HGNC:120	ACOX2	Approved		BRCACOX, BRCOX, THCCox	3p14.3	X95190	ENSG00000168306	ENSG00000168306
HGNC:121	ACOX3	Approved			4p16.1	Y11411	ENSG00000087008	ENSG00000087008
HGNC:25621	ACOXL	Approved		FLJ11042, ACOX4	2q13		ENSG00000153093	ENSG00000153093
HGNC:41112	ACOXL-AS1	Approved			2q13		ENSG00000204581	ENSG00000204581
HGNC:122	ACP1	Approved		HAAP, LMW-PTP, LMWPTP	2p25.3	M87546	ENSG00000143727	ENSG00000143727
HGNC:123	ACP2	Approved		LAP	11p11.2	X15525	ENSG00000134575	ENSG00000134575
HGNC:125	ACP3	Approved	ACPP	ACP-3, PAP, TM-PAP	3q22.1		ENSG00000014257	ENSG00000014257
HGNC:14376	ACP4	Approved	ACPT		19q13.33	AF321918	ENSG00000142513	ENSG00000142513
HGNC:124	ACP5	Approved		TRAP, HPAP, TRAcP	19p13.2	X14618	ENSG00000102575	ENSG00000102575
HGNC:29609	ACP6	Approved		LPAP, ACPL1	1q21.2	BC009965	ENSG00000162836	ENSG00000162836
HGNC:33781	ACP7	Approved		FLJ16165, PAPL1, PAPL	19q13.2		ENSG00000183760	ENSG00000183760
HGNC:126	ACR	Approved			22q13.33	CR456366	ENSG00000100312	ENSG00000100312
HGNC:17195	ACRBP	Approved		SP32, OY-TES-1, CT23	12p13.31	AB051833	ENSG00000111644	ENSG00000111644
HGNC:54745	ACRP1	Approved			2q14.1		ENSG00000175509	ENSG00000175509
HGNC:127	ACRV1	Approved		SPACA2, SP-10, D11S4365	11q24.2	AK223335	ENSG00000134940	ENSG00000134940
HGNC:128	ACS3	Symbol Withdrawn						
HGNC:29567	ACSBG1	Approved		BGM, FLJ30320, MGC14352, BG1, KIAA0631, hBG1, hsBG	15q25.1	AB014531	ENSG00000103740	ENSG00000103740
HGNC:24174	ACSBG2	Approved		BGR, PRTD-NY3, DKFZp434K1635	19p13.3		ENSG00000130377	ENSG00000130377
HGNC:26101	ACSF2	Approved		FLJ20920, ACSMW	17q21.33	AK024573, BC012053	ENSG00000167107	ENSG00000167107
HGNC:27288	ACSF3	Approved			16q24.3	AK075499	ENSG00000176715	ENSG00000176715
HGNC:3569	ACSL1	Approved	FACL2	LACS2, LACS, ACS1, LACS1, FACL1	4q35.1	BC026290	ENSG00000151726	ENSG00000151726
HGNC:3570	ACSL3	Approved	FACL3	ACS3, PRO2194	2q36.1	D89053	ENSG00000123983	ENSG00000123983
HGNC:40227	ACSL3-AS1	Approved			2q36.1	DB074600	ENSG00000234193	ENSG00000234193
HGNC:56529	ACSL3P1	Approved			3q22.1		ENSG00000244062	ENSG00000244062
HGNC:3571	ACSL4	Approved	FACL4, MRX63, MRX68	ACS4, LACS4	Xq23	BC034959	ENSG00000068366	ENSG00000068366
HGNC:16526	ACSL5	Approved	FACL5	ACS5, ACS2	10q25.2	AB033899	ENSG00000197142	ENSG00000197142
HGNC:16496	ACSL6	Approved	FACL6	KIAA0837, ACS2, LACS5, LACS2	5q31.1	AB020644	ENSG00000164398	ENSG00000164398
HGNC:40772	ACSL6-AS1	Approved			5q31.1		ENSG00000223548	ENSG00000223548
HGNC:18049	ACSM1	Approved	BUCS1	MACS1	16p12.3	AB059429	ENSG00000166743	ENSG00000166743
HGNC:32017	ACSM2A	Approved	ACSM2	A-923A4.1, MGC150530	16p12.3	AK091878, AK096039	ENSG00000183747	ENSG00000183747
HGNC:30931	ACSM2B	Approved	ACSM2	HXMA, HYST1046	16p12.3	AY160217	ENSG00000066813	ENSG00000066813
HGNC:10522	ACSM3	Approved	SAH	SA	16p12.3	D16350	ENSG00000005187	ENSG00000005187
HGNC:32016	ACSM4	Approved			12p13.31		ENSG00000215009	ENSG00000215009
HGNC:26060	ACSM5	Approved		FLJ20581	16p12.3		ENSG00000183549	ENSG00000183549
HGNC:51295	ACSM5P1	Approved			16p12.3		ENSG00000260762	ENSG00000260762
HGNC:31665	ACSM6	Approved	C10orf129	bA310E22.3	10q23.33		ENSG00000173124	ENSG00000173124
HGNC:16091	ACSS1	Approved	ACAS2L	dJ568C11.3, AceCS2L, MGC33843	20p11.21		ENSG00000154930	ENSG00000154930
HGNC:15814	ACSS2	Approved	ACAS2	ACS, ACSA, AceCS, dJ1161H23.1	20q11.22	AF263614	ENSG00000131069	ENSG00000131069
HGNC:24723	ACSS3	Approved		FLJ21963	12q21.31		ENSG00000111058	ENSG00000111058
HGNC:129	ACTA1	Approved	ACTA	NEM3	1q42.13	J00068	ENSG00000143632	ENSG00000143632
HGNC:130	ACTA2	Approved		ACTSA	10q23.31	X13839	ENSG00000107796	ENSG00000107796
HGNC:45169	ACTA2-AS1	Approved		uc001kfo.1, ZXF1, UC001kfo	10q23.31	AK093340, AX748062	ENSG00000180139	ENSG00000180139
HGNC:131	ACTA3	Symbol Withdrawn						
HGNC:132	ACTB	Approved			7p22.1	M28424	ENSG00000075624	ENSG00000075624
HGNC:17780	ACTBL2	Approved		DKFZp686D0972	5q11.2		ENSG00000169067	ENSG00000169067
HGNC:134	ACTBP1	Approved			Xp11.3		ENSG00000229145	ENSG00000229145
HGNC:135	ACTBP2	Approved			5q14.1		ENSG00000213763	ENSG00000213763
HGNC:136	ACTBP3	Approved			18q21.33			
HGNC:137	ACTBP4	Approved			5q31.1		ENSG00000286676	ENSG00000286676
HGNC:138	ACTBP5	Entry Withdrawn			7q36.1			
HGNC:139	ACTBP6	Approved			8q21.2		ENSG00000203413	ENSG00000203413
HGNC:140	ACTBP7	Approved			15q15.3	V00479	ENSG00000185607	ENSG00000185607
HGNC:141	ACTBP8	Approved		ACTBP2	6q15	V00481	ENSG00000220267	ENSG00000220267
HGNC:142	ACTBP9	Approved			18q21.33	D50604	ENSG00000266920	ENSG00000266920
HGNC:31819	ACTBP10	Approved			14q11.2			
HGNC:33971	ACTBP11	Approved			1q41		ENSG00000188460	ENSG00000188460
HGNC:150	ACTBP12	Approved	ACTGP5		1p22.1		ENSG00000233125	ENSG00000233125
HGNC:45086	ACTBP14	Approved			10q22.1		ENSG00000229001	ENSG00000229001
HGNC:55065	ACTBP15	Approved			22q13.2		ENSG00000213857	ENSG00000213857
HGNC:56590	ACTBP16	Approved			3q26.33		ENSG00000241473	ENSG00000241473
HGNC:143	ACTC1	Approved	ACTC	CMD1R	15q14	BC009978	ENSG00000159251	ENSG00000159251
HGNC:51491	ACTE1P	Approved			11q13.4		ENSG00000172900	ENSG00000172900
HGNC:144	ACTG1	Approved	ACTG, DFNA20, DFNA26		17q25.3		ENSG00000184009	ENSG00000184009
HGNC:146	ACTG1P1	Approved	ACTGP1, ACT1GP1		3q23	D50658	ENSG00000178631	ENSG00000178631
HGNC:147	ACTG1P2	Approved	ACTL2, ACTGP2		Yq11.222		ENSG00000229129	ENSG00000229129
HGNC:148	ACTG1P3	Approved	ACTGP3		20p13	AF196978	ENSG00000215388	ENSG00000215388
HGNC:149	ACTG1P4	Approved	ACTGP4		1p21.1		ENSG00000236085	ENSG00000236085
HGNC:151	ACTG1P6	Approved	ACTGP6		1p21			
HGNC:152	ACTG1P7	Approved	ACTGP7		1p21			
HGNC:153	ACTG1P8	Approved	ACTGP8		1p21			
HGNC:154	ACTG1P9	Approved	ACTGP9		6p12.3	D50659	ENSG00000229349	ENSG00000229349
HGNC:155	ACTG1P10	Approved	ACTL1, ACTGP10		Xp11.22	AL139396	ENSG00000231340	ENSG00000231340
HGNC:37651	ACTG1P11	Approved			Yq11.222		ENSG00000229465	ENSG00000229465
HGNC:44496	ACTG1P12	Approved			3p25.2		ENSG00000226642	ENSG00000226642
HGNC:49058	ACTG1P13	Approved			3q12.1		ENSG00000241305	ENSG00000241305
HGNC:49751	ACTG1P14	Approved			9p24.1		ENSG00000230581	ENSG00000230581
HGNC:51495	ACTG1P15	Approved			15q14		ENSG00000259904	ENSG00000259904
HGNC:51496	ACTG1P16	Approved			16q12.1		ENSG00000260298	ENSG00000260298
HGNC:51497	ACTG1P17	Approved			15q25.2		ENSG00000259315	ENSG00000259315
HGNC:51498	ACTG1P18	Approved			6q16.3		ENSG00000218475	ENSG00000218475
HGNC:51499	ACTG1P19	Approved			9q31.1		ENSG00000237999	ENSG00000237999
HGNC:51500	ACTG1P20	Approved			1p36.11		ENSG00000241547	ENSG00000241547
HGNC:51501	ACTG1P21	Approved			1p31.1		ENSG00000232672	ENSG00000232672
HGNC:51502	ACTG1P22	Approved			2p16.1		ENSG00000271615	ENSG00000271615
HGNC:51503	ACTG1P23	Approved			3q26.31		ENSG00000230362	ENSG00000230362
HGNC:49661	ACTG1P24	Approved	POTENP		17p11.2		ENSG00000226359	ENSG00000226359
HGNC:54872	ACTG1P25	Approved		AGPG	1q32.1		ENSG00000234996	
HGNC:145	ACTG2	Approved	ACTL3, ACTA3	ACTSG	2p13.1		ENSG00000163017	ENSG00000163017
HGNC:156	ACTL2	Symbol Withdrawn						
HGNC:157	ACTL3	Symbol Withdrawn						
HGNC:158	ACTL4	Entry Withdrawn			3pter-q21			
HGNC:159	ACTL5	Entry Withdrawn		ACTFIB	21q22.3			
HGNC:24124	ACTL6A	Approved		Actl6, BAF53A, Arp4, Baf53a, INO80K, SMARCN1	3q26.33	AK098691	ENSG00000136518	ENSG00000136518
HGNC:160	ACTL6B	Approved	ACTL6	BAF53B, SMARCN2	7q22.1	AB015906	ENSG00000077080	ENSG00000077080
HGNC:161	ACTL7A	Approved			9q31.3	BC014610	ENSG00000187003	ENSG00000187003
HGNC:162	ACTL7B	Approved		Tact1	9q31.3	BC033789	ENSG00000148156	ENSG00000148156
HGNC:24018	ACTL8	Approved		CT57	1p36.13	AK057339	ENSG00000117148	ENSG00000117148
HGNC:28494	ACTL9	Approved		MGC33407	19p13.2		ENSG00000181786	ENSG00000181786
HGNC:16127	ACTL10	Approved	C20orf134		20q11.22	AL121906	ENSG00000288649	ENSG00000288649
HGNC:44626	ACTL11P	Approved	ACTBP13		3p21.31		ENSG00000234667	ENSG00000234667
HGNC:24758	ACTMAP	Approved	C19orf54	FLJ41131	19q13.2	AK123126	ENSG00000188493	ENSG00000188493
HGNC:163	ACTN1	Approved			14q24.1	M95178	ENSG00000072110	ENSG00000072110
HGNC:20131	ACTN1-DT	Approved	C14orf84, ACTN1-AS1		14q24.1	DB029126, AI147349	ENSG00000259062	ENSG00000259062
HGNC:164	ACTN2	Approved			1q43	BC047901	ENSG00000077522	ENSG00000077522
HGNC:165	ACTN3	Approved			11q13.2	M86407	ENSG00000248746	ENSG00000248746
HGNC:166	ACTN4	Approved	FSGS1		19q13.2	D89980	ENSG00000130402	ENSG00000130402
HGNC:44028	ACTN4P1	Approved			4q26		ENSG00000213493	ENSG00000213493
HGNC:44032	ACTN4P2	Approved			1p34.3		ENSG00000214141	ENSG00000214141
HGNC:51621	ACTP1	Approved			2q12.3		ENSG00000229890	ENSG00000229890
HGNC:167	ACTR1A	Approved		ARP1, Arp1A	10q24.32	X82206	ENSG00000138107	ENSG00000138107
HGNC:54703	ACTR1AP1	Approved			2q13		ENSG00000233370	ENSG00000233370
HGNC:168	ACTR1B	Approved	CTRN2	Arp1B	2q11.2	X82207	ENSG00000115073	ENSG00000115073
HGNC:169	ACTR2	Approved		ARP2	2p14	AF006082	ENSG00000138071	ENSG00000138071
HGNC:56978	ACTR2P1	Approved			22q11.23		ENSG00000224334	
HGNC:57006	ACTR2P2	Approved			19p12		ENSG00000213985	
HGNC:170	ACTR3	Approved		ARP3	2q14.1	AF006083	ENSG00000115091	ENSG00000115091
HGNC:53965	ACTR3-AS1	Approved		AC104653.1	2q14.1			ENSG00000228857
HGNC:17256	ACTR3B	Approved		ARP11, ARP3beta	7q36.1-q36.2		ENSG00000133627	ENSG00000133627
HGNC:37724	ACTR3BP1	Approved			Yq11.21		ENSG00000270242	ENSG00000270242
HGNC:38677	ACTR3BP2	Approved		FKSG73	2p11.1		ENSG00000226481	ENSG00000226481
HGNC:38678	ACTR3BP3	Approved			16p11.2		ENSG00000260327	ENSG00000260327
HGNC:38681	ACTR3BP4	Approved			4q24		ENSG00000249283	ENSG00000249283
HGNC:38682	ACTR3BP5	Approved			10p11.1		ENSG00000227264	ENSG00000227264
HGNC:38683	ACTR3BP6	Approved			22q11.1		ENSG00000280263	ENSG00000280263
HGNC:54971	ACTR3BP7	Approved			22p11.2		ENSG00000226444	ENSG00000226444
HGNC:37282	ACTR3C	Approved		ARP11	7q36.1		ENSG00000106526	ENSG00000106526
HGNC:31820	ACTR3P1	Approved			14q11.2			
HGNC:38676	ACTR3P2	Approved			Xq13.1		ENSG00000232267	ENSG00000232267
HGNC:38679	ACTR3P3	Approved			3q12.2		ENSG00000242573	ENSG00000242573
HGNC:14671	ACTR5	Approved		FLJ12785, Arp5, INO80M	20q11.23	AK022847	ENSG00000101442	ENSG00000101442
HGNC:24025	ACTR6	Approved		ARP6, FLJ13433	12q23.1	AF212251	ENSG00000075089	ENSG00000075089
HGNC:44210	ACTR6P1	Approved			4q25		ENSG00000248915	ENSG00000248915
HGNC:14672	ACTR8	Approved		INO80N, ARP8	3p21.1		ENSG00000113812	ENSG00000113812
HGNC:17372	ACTR10	Approved		HARP11, ACTR11, Arp11, Arp10	14q23.1	AF220190	ENSG00000131966	ENSG00000131966
HGNC:24027	ACTRT1	Approved		AIP1, KIAA0705, ARIP1, Arp-T1	Xq25	AF440739	ENSG00000123165	ENSG00000123165
HGNC:55127	ACTRT1P1	Approved			Xq25		ENSG00000235239	ENSG00000235239
HGNC:24026	ACTRT2	Approved		Arp-T2, ARPM2, FLJ25424	1p36.32	AF440740, AB057364	ENSG00000169717	ENSG00000169717
HGNC:24022	ACTRT3	Approved		ARPM1	3q26.2	AK055346	ENSG00000184378	ENSG00000184378
HGNC:171	ACVR1	Approved	ACVRLK2	SKR1, ALK2, ACVR1A	2q24.1		ENSG00000115170	ENSG00000115170
HGNC:172	ACVR1B	Approved	ACVRLK4	ALK4, SKR2, ActRIB	12q13.13		ENSG00000135503	ENSG00000135503
HGNC:18123	ACVR1C	Approved		ALK7, ACVRLK7	2q24.1	BC022530	ENSG00000123612	ENSG00000123612
HGNC:173	ACVR2A	Approved	ACVR2	ACTRII	2q22.3-q23.1		ENSG00000121989	ENSG00000121989
HGNC:174	ACVR2B	Approved		ActR-IIB	3p22.2	X77533	ENSG00000114739	ENSG00000114739
HGNC:44161	ACVR2B-AS1	Approved			3p22.2	AK025619	ENSG00000229589	ENSG00000229589
HGNC:175	ACVRL1	Approved	ACVRLK1, ORW2	HHT2, ALK1, HHT	12q13.13	L17075	ENSG00000139567	ENSG00000139567
HGNC:176	ACVRLK2	Symbol Withdrawn						
HGNC:177	ACY1	Approved			3p21.2	L07548	ENSG00000243989	ENSG00000243989
HGNC:178	ACY1L	Symbol Withdrawn	ACY1L	AN	18q22.1			
HGNC:24104	ACY3	Approved		HCBP1, MGC9740, ACY-3, ASPA2	11q13.2	BC008689	ENSG00000132744	ENSG00000132744
HGNC:179	ACYP1	Approved			14q24.3	X84194	ENSG00000119640	ENSG00000119640
HGNC:180	ACYP2	Approved			2p16.2	X84195	ENSG00000170634	ENSG00000170634
HGNC:181	AD1	Symbol Withdrawn						
HGNC:182	AD2	Symbol Withdrawn	AD2		19			
HGNC:183	AD3	Symbol Withdrawn						
HGNC:184	AD4	Symbol Withdrawn						
HGNC:185	AD5	Entry Withdrawn			12p11.23-q13.12			
HGNC:186	ADA	Approved		ADA1	20q13.12	X02994	ENSG00000196839	ENSG00000196839
HGNC:1839	ADA2	Approved	IDGFL, CECR1	ADGF	22q11.1	AF190746	ENSG00000093072	ENSG00000093072
HGNC:30713	ADAD1	Approved		Tenr	4q27	AK057303	ENSG00000164113	ENSG00000164113
HGNC:44550	ADAD1P1	Approved			3p22.2		ENSG00000270367	ENSG00000270367
HGNC:44552	ADAD1P2	Approved			18q21.1		ENSG00000267511	ENSG00000267511
HGNC:30714	ADAD2	Approved		TENRL, FLJ00337	16q24.1	AF447586	ENSG00000140955	ENSG00000140955
HGNC:31853	ADAL	Approved			15q15.3		ENSG00000168803	ENSG00000168803
HGNC:187	ADAM1A	Approved	ADAM1	FTNAP, PH-30a, Ftna, ADAM1P	12q24.12-q24.13	Y09232	ENSG00000229186	ENSG00000229186
HGNC:44366	ADAM1B	Approved			12q24.13		ENSG00000226469	ENSG00000226469
HGNC:198	ADAM2	Approved	FTNB	PH-30b, PH30, CT15	8p11.22	U52370	ENSG00000104755	ENSG00000104755
HGNC:209	ADAM3A	Approved	CYRN1	ADAM3, tMDCI	8p11.22	X89657	ENSG00000197475	
HGNC:210	ADAM3B	Approved	CYRN2		16q12.1	Y10615	ENSG00000260089	ENSG00000260089
HGNC:212	ADAM5	Approved	ADAM5P	tMDCII	8p11.22	BC047448	ENSG00000196115	ENSG00000196115
HGNC:213	ADAM6	Approved	C14orf96	tMDCIV	14q32.33	AI024595	ENSG00000271968	
HGNC:214	ADAM7	Approved		GP-83, EAPI	8p21.2	AF090327	ENSG00000069206	ENSG00000069206
HGNC:56152	ADAM7-AS1	Approved			8p21.2		ENSG00000253535	ENSG00000253535
HGNC:56153	ADAM7-AS2	Approved			8p21.2		ENSG00000253643	ENSG00000253643
HGNC:215	ADAM8	Approved		CD156, MS2, CD156A	10q26.3	D26579	ENSG00000151651	ENSG00000151651
HGNC:216	ADAM9	Approved	CORD9	MDC9, KIAA0021, MCMP, Mltng	8p11.22	U41766	ENSG00000168615	ENSG00000168615
HGNC:188	ADAM10	Approved		kuz, MADM, HsT18717, CD156C	15q21.3	AF009615	ENSG00000137845	ENSG00000137845
HGNC:189	ADAM11	Approved	MDC		17q21.31	D17390	ENSG00000073670	ENSG00000073670
HGNC:190	ADAM12	Approved		MCMPMltna, MLTN	10q26.2	AF023476	ENSG00000148848	ENSG00000148848
HGNC:43841	ADAM12-OT1	Entry Withdrawn		CAR10, FLJ31066	10q26.2			
HGNC:193	ADAM15	Approved		MDC15	1q21.3	U46005	ENSG00000143537	ENSG00000143537
HGNC:195	ADAM17	Approved	TACE	cSVP, CD156B	2p25.1	U69611	ENSG00000151694	ENSG00000151694
HGNC:196	ADAM18	Approved		tMDCIII, ADAM27	8p11.22	AJ133004	ENSG00000168619	ENSG00000168619
HGNC:197	ADAM19	Approved		MLTNB	5q33.3	AF311317	ENSG00000135074	ENSG00000135074
HGNC:199	ADAM20	Approved			14q24.2	AF029899	ENSG00000134007	ENSG00000134007
HGNC:20102	ADAM20P1	Approved	C14orf55		14q24.2	BC047939	ENSG00000259158	
HGNC:43901	ADAM20P2	Approved			4q34.2		ENSG00000248574	ENSG00000248574
HGNC:43902	ADAM20P3	Approved			4q35.2		ENSG00000249162	ENSG00000249162
HGNC:200	ADAM21	Approved		ADAM31	14q24.2	AF029900	ENSG00000139985	ENSG00000139985
HGNC:19822	ADAM21P1	Approved	ADAM21P		14q24.2		ENSG00000235812	ENSG00000235812
HGNC:201	ADAM22	Approved		MDC2	7q21.12	AB009671	ENSG00000008277	ENSG00000008277
HGNC:202	ADAM23	Approved		MDC3	2q33.3	AB009672	ENSG00000114948	ENSG00000114948
HGNC:203	ADAM24P	Approved			8p22		ENSG00000214607	ENSG00000214607
HGNC:206	ADAM28	Approved		eMDCII, MDC-Lm, MDC-Ls, ADAM23	8p21.2	AJ242015	ENSG00000042980	ENSG00000042980
HGNC:207	ADAM29	Approved		svph1, CT73	4q34.1	AF171929	ENSG00000168594	ENSG00000168594
HGNC:208	ADAM30	Approved		svph4	1p12	AF171932	ENSG00000134249	ENSG00000134249
HGNC:15479	ADAM32	Approved			8p11.22	BC026085	ENSG00000197140	ENSG00000197140
HGNC:15478	ADAM33	Approved	C20orf153	DKFZp434K0521, dJ964F7.1	20p13	AL117415, AB055891	ENSG00000149451	ENSG00000149451
HGNC:16299	ADAMDEC1	Approved		M12.219	8p21.2	Y13323	ENSG00000134028	ENSG00000134028
HGNC:217	ADAMTS1	Approved		C3-C5, METH1, KIAA1346	21q21.3	AF060152	ENSG00000154734	ENSG00000154734
HGNC:218	ADAMTS2	Approved		ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	5q35.3	AJ003125	ENSG00000087116	ENSG00000087116
HGNC:219	ADAMTS3	Approved		KIAA0366, ADAMTS-4	4q13.3	AB002364	ENSG00000156140	ENSG00000156140
HGNC:220	ADAMTS4	Approved		KIAA0688, ADAMTS-2, ADMP-1	1q23.3	AB014588	ENSG00000158859	ENSG00000158859
HGNC:221	ADAMTS5	Approved		ADMP-2, ADAMTS11	21q21.3	AF142099	ENSG00000154736	ENSG00000154736
HGNC:222	ADAMTS6	Approved		ADAM-TS6	5q12.3	AF140674	ENSG00000049192	ENSG00000049192
HGNC:223	ADAMTS7	Approved		ADAM-TS7, DKFZp434H204	15q25.1	AF140675	ENSG00000136378	ENSG00000136378
HGNC:49407	ADAMTS7P1	Approved	ADAMTS7P2		15q25.2		ENSG00000274376	ENSG00000274376
HGNC:49408	ADAMTS7P2	Symbol Withdrawn			15q25.2			
HGNC:49409	ADAMTS7P3	Approved			15q24.3		ENSG00000261143	ENSG00000261143
HGNC:49410	ADAMTS7P4	Approved			15q25.3		ENSG00000218052	ENSG00000218052
HGNC:56992	ADAMTS7P5	Approved			22q13.2		ENSG00000274717	
HGNC:224	ADAMTS8	Approved		METH2, FLJ41712, ADAM-TS8	11q24.3	AF060153	ENSG00000134917	ENSG00000134917
HGNC:13202	ADAMTS9	Approved		KIAA1312	3p14.1	AF261918	ENSG00000163638	ENSG00000163638
HGNC:40625	ADAMTS9-AS1	Approved			3p14.1		ENSG00000241158	ENSG00000241158
HGNC:42435	ADAMTS9-AS2	Approved			3p14.1		ENSG00000241684	ENSG00000241684
HGNC:13201	ADAMTS10	Approved		ADAM-TS10	19p13.2	AF163762	ENSG00000142303	ENSG00000142303
HGNC:14605	ADAMTS12	Approved			5p13.3-p13.2	AJ250725	ENSG00000151388	ENSG00000151388
HGNC:1366	ADAMTS13	Approved	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	9q34.2	AJ011374	ENSG00000160323	ENSG00000160323
HGNC:14899	ADAMTS14	Approved			10q22.1	AF358666	ENSG00000138316	ENSG00000138316
HGNC:16305	ADAMTS15	Approved			11q24.3	AJ315733	ENSG00000166106	ENSG00000166106
HGNC:17108	ADAMTS16	Approved		ADAMTS16s	5p15.32	AJ315734	ENSG00000145536	ENSG00000145536
HGNC:55548	ADAMTS16-DT	Approved			5p15.32		ENSG00000250579	ENSG00000250579
HGNC:17109	ADAMTS17	Approved		FLJ32769, FLJ16363	15q26.3	AJ315735	ENSG00000140470	ENSG00000140470
HGNC:17110	ADAMTS18	Approved	ADAMTS21		16q23.1	AJ311903	ENSG00000140873	ENSG00000140873
HGNC:17111	ADAMTS19	Approved			5q23.3	AJ311904	ENSG00000145808	ENSG00000145808
HGNC:40797	ADAMTS19-AS1	Approved		RP11-346A9.1	5q23.3	DA728271	ENSG00000249421	ENSG00000249421
HGNC:17178	ADAMTS20	Approved		GON-1	12q12	AF488804	ENSG00000173157	ENSG00000173157
HGNC:16662	ADAMTS21	Symbol Withdrawn			reserved			
HGNC:14632	ADAMTSL1	Approved	C9orf94	ADAMTSR1, FLJ35283	9p22.2-p22.1	AF176313	ENSG00000178031	ENSG00000178031
HGNC:14631	ADAMTSL2	Approved		KIAA0605	9q34.2	AB011177	ENSG00000197859	ENSG00000197859
HGNC:14633	ADAMTSL3	Approved		KIAA1233, punctin-2	15q25.2	AF237652	ENSG00000156218	ENSG00000156218
HGNC:19706	ADAMTSL4	Approved	TSRC1	DKFZP434K1772	1q21.2	BC027478	ENSG00000143382	ENSG00000143382
HGNC:32041	ADAMTSL4-AS1	Approved	C1orf138	FLJ45786	1q21.2	AK127688	ENSG00000203804	ENSG00000203804
HGNC:40895	ADAMTSL4-AS2	Approved			1q21.2		ENSG00000237781	ENSG00000237781
HGNC:27912	ADAMTSL5	Approved	THSD6		19p13.3	BC040620	ENSG00000185761	ENSG00000185761
HGNC:16486	ADAP1	Approved	CENTA1	GCS1L	7p22.3	AJ006422	ENSG00000105963	ENSG00000105963
HGNC:16487	ADAP2	Approved	CENTA2		17q11.2	AJ238994	ENSG00000184060	ENSG00000184060
HGNC:225	ADAR	Approved	IFI4, G1P1	ADAR1, DRADA	1q21.3	BC038227	ENSG00000160710	ENSG00000160710
HGNC:226	ADARB1	Approved		ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	21q22.3	U76420	ENSG00000197381	ENSG00000197381
HGNC:227	ADARB2	Approved		RED2, hRED2, ADAR3	10p15.3	AF034837	ENSG00000185736	ENSG00000185736
HGNC:23299	ADARB2-AS1	Approved	C10orf109, NCRNA00168	bA466B20.1	10p15.3		ENSG00000205696	ENSG00000205696
HGNC:228	ADAT1	Approved			16q23.1	AF125188	ENSG00000065457	ENSG00000065457
HGNC:21172	ADAT2	Approved	DEADC1	dJ20N2.1, TAD2	6q24.2	BC037955	ENSG00000189007	ENSG00000189007
HGNC:25151	ADAT3	Approved		TAD3	19p13.3	BC011824	ENSG00000213638	ENSG00000213638
HGNC:19038	ADCK1	Approved		FLJ39600	14q24.3	AK096919	ENSG00000063761	ENSG00000063761
HGNC:19039	ADCK2	Approved		MGC20727	7q34	AF131745	ENSG00000133597	ENSG00000133597
HGNC:21738	ADCK5	Approved		FLJ35454	8q24.3	BC032402	ENSG00000173137	ENSG00000173137
HGNC:229	ADCP1	Approved			6			
HGNC:230	ADCP2	Symbol Withdrawn						
HGNC:231	ADCR	Symbol Withdrawn						
HGNC:232	ADCY1	Approved	DFNB44	AC1	7p12.3	L05500	ENSG00000164742	ENSG00000164742
HGNC:233	ADCY2	Approved		HBAC2, KIAA1060, AC2	5p15.31	AB028983	ENSG00000078295	ENSG00000078295
HGNC:234	ADCY3	Approved		AC3	2p23.3	AF033861	ENSG00000138031	ENSG00000138031
HGNC:235	ADCY4	Approved		AC4	14q12	AF497516	ENSG00000129467	ENSG00000129467
HGNC:236	ADCY5	Approved		AC5	3q21.1	U65473	ENSG00000173175	ENSG00000173175
HGNC:237	ADCY6	Approved		AC6	12q13.12		ENSG00000174233	ENSG00000174233
